COD.;RAZAO;RCA;VENDEDOR;HIERARQUIA;CNPJ
3333457;N M Portela ME;402;AFONSO PEIXOTO;5534707;1296441000145
3266909;V P da Silva e Cia Ltda  ME;402;AFONSO PEIXOTO;5534716;1772863000140
4025261;Gabriela de Brito Malaguti ME;402;AFONSO PEIXOTO;5534706;3338898000109
4338138;J Luiz da Roza & Cia Ltda ME;402;AFONSO PEIXOTO;5534706;4751912000156
2900018;Maristela Stacke ME;402;AFONSO PEIXOTO;5534706;5791048000189
4272239;Casa Lara Com de Alimentos Ltda;402;AFONSO PEIXOTO;5534706;6653345000120
4400398;Economizar C P Farmaceuticos Ltda;402;AFONSO PEIXOTO;5534711;8087667000185
4400505;Economizar C P Farmaceuticos Ltda;402;AFONSO PEIXOTO;5534711;8087667000347
5639604;Utilissima C Variedades EIRELI EPP;402;AFONSO PEIXOTO;5534716;8419120000210
2949794;V B de Oliveira Fidelis Donini;402;AFONSO PEIXOTO;5534716;9619158000119
4437211;Deodato e Diodato Ltda ME;402;AFONSO PEIXOTO;5534706;10514736000131
5867102;Matias Matias Ltda;402;AFONSO PEIXOTO;5534705;10658657000102
5259257;Conveniencia Real Ltda;402;AFONSO PEIXOTO;5534706;11353768000165
4163752;Lucia Palma Tombini Turcatto;402;AFONSO PEIXOTO;5534710;11570055000153
5897153;Eduardo Acacio De Oliveira;402;AFONSO PEIXOTO;5534705;11755978000180
5746105;Silva Oliveira & Cia Ltda;402;AFONSO PEIXOTO;5534716;11766622000141
5971958;Marcia Felipe Da Silva;402;AFONSO PEIXOTO;5534706;11879595000113
5746115;Francisco Martins Sousa & Cia Ltda;402;AFONSO PEIXOTO;5534716;12057368000175
5156741;Antonia V A Nascimento;402;AFONSO PEIXOTO;5534706;12100560000105
5132847;Silva De Matos & Matos Ltda ME;402;AFONSO PEIXOTO;5534706;12160930000191
5746106;Elizeu Silveira;402;AFONSO PEIXOTO;5534716;12671208000111
3829737;Vilma Saraiva da Silva Borges ME;402;AFONSO PEIXOTO;5534716;13212039000114
4027425;Tottene E Goncalves Taveira S Ltda;402;AFONSO PEIXOTO;5534706;13296873000135
5132848;Jose A C Sousa;402;AFONSO PEIXOTO;5534706;13320504000130
4029985;Nelci Maria Hahnn;402;AFONSO PEIXOTO;5534706;13390938000107
4025186;Vilson Eli ME;402;AFONSO PEIXOTO;5534706;13759947000122
5169975;Antonio Dantas Da Costa ME;402;AFONSO PEIXOTO;5534707;15349566000109
5199641;Railde Costa Silva;402;AFONSO PEIXOTO;5534705;15466110000110
5746126;A C P Da Silva;402;AFONSO PEIXOTO;5534716;16974392000120
5809677;A C P Da Silva;402;AFONSO PEIXOTO;5534711;16974392000200
4637722;Mercado Freitas Ltda ME;402;AFONSO PEIXOTO;5534706;17035744000144
5897165;Hotel E Pousada Pontual Ltda;402;AFONSO PEIXOTO;5534716;17338355000198
5824047;Aparecida Queiroz De Macedo;402;AFONSO PEIXOTO;5534716;17431597000121
5376380;Marcia Soares Da Silva ME;402;AFONSO PEIXOTO;5534706;18236698000104
5266735;Carlos Goncalves Freitas ME;402;AFONSO PEIXOTO;5534706;19725131000164
5850302;Araujo Araujo Junior & Feitosa Ltda;402;AFONSO PEIXOTO;5534711;20330018000169
5202765;Maria Neuda Rodrigues;402;AFONSO PEIXOTO;5534706;20707383000140
5824041;Francisco De Souza Pereira;402;AFONSO PEIXOTO;5534706;20768228000133
5156742;R Caldeira Conveniencia Me;402;AFONSO PEIXOTO;5534706;21029307000195
5867103;Adriana Lucia Dos Santos;402;AFONSO PEIXOTO;5534705;21048367000155
4769742;J F Dias e Cia Ltda;402;AFONSO PEIXOTO;5534707;21120391000158
5099042;Ediane de Oliveira ME;402;AFONSO PEIXOTO;5534706;21458238000135
5746125;MS Mena;402;AFONSO PEIXOTO;5534716;21574282000100
4892751;Dhara L R Nascimento;402;AFONSO PEIXOTO;5534706;21938593000101
5847735;Nedia Ribeiro Reis Da Silva;402;AFONSO PEIXOTO;5534716;22400985000185
5156562;Pavore e Silva Ltda ME;402;AFONSO PEIXOTO;5534706;22985387000115
5824039;Gedeilde Mesquita Moura;402;AFONSO PEIXOTO;5534705;23196625000176
5850301;M F Gurgel Araujo;402;AFONSO PEIXOTO;5534711;23585408000178
5202756;Braun Pinto E Cia Ltda ME;402;AFONSO PEIXOTO;5534706;24797593000127
6011343;Larissa Xavier Reis;402;AFONSO PEIXOTO;5534705;24997692000152
5746099;Queila De Macedo Rezende Da Silva;402;AFONSO PEIXOTO;5534716;25461927000150
5867057;Nilson Dos Santos;402;AFONSO PEIXOTO;5534705;26009748000149
5876858;H R Alves;402;AFONSO PEIXOTO;5534705;26149124000127
6026771;Lenice De Andrade Fidelis;402;AFONSO PEIXOTO;5534705;26604944000161
5686606;Zoraia Morais Martins Nascimento;402;AFONSO PEIXOTO;5534705;26743874000122
5995047;Judite Magalhaes Dos Santos;402;AFONSO PEIXOTO;5534716;26996625000149
5824049;Alan Pereira Paula Do Nascimento;402;AFONSO PEIXOTO;5534705;27013512000149
5897182;Eliene Pereira De Paula;402;AFONSO PEIXOTO;5534705;27843500000141
5980424;Mariane C Barboza Marquezin EIRELI;402;AFONSO PEIXOTO;5534708;28028337000126
5995049;Lima Vilhena Ltda;402;AFONSO PEIXOTO;5534716;28082467000147
5873538;Ione Albuquerque Noleto;402;AFONSO PEIXOTO;5534705;29207162000187
5824169;Real Dristribuidora Bebidas EIRELI;402;AFONSO PEIXOTO;5534706;29350895000176
5824046;Caroline Carvalho Correa Borges;402;AFONSO PEIXOTO;5534707;29382054000140
5809654;Claudia C Silva Batista Guaragni;402;AFONSO PEIXOTO;5534705;29409393000173
5845507;Anderson Jose Grizao Araujo;402;AFONSO PEIXOTO;5534705;29416756000289
5877639;Atanielton Silva Ribeiro;402;AFONSO PEIXOTO;5534705;29462832000101
6031292;Joao Marcelino Maia;402;AFONSO PEIXOTO;5534706;29491569000189
5995055;Andre Zardo Fim;402;AFONSO PEIXOTO;5534716;29498049000106
5971959;Raquel Ribeiro Dos Santos Sousa;402;AFONSO PEIXOTO;5534705;29660954000102
5971968;Marinalva Da Silva Cruz;402;AFONSO PEIXOTO;5534705;29707517000105
5824048;Restaurante Mirian EIRELI;402;AFONSO PEIXOTO;5534716;30024132000114
5746114;L Moraes Supermercados EIRELI;402;AFONSO PEIXOTO;5534716;30626821000107
5995030;Elineide Priscila Gamboa Figueiredo;402;AFONSO PEIXOTO;5534716;30828871000169
5897156;Jose Ferreira Bras;402;AFONSO PEIXOTO;5534705;31632955000195
5995052;Fabio Henrique Farias Oliveira;402;AFONSO PEIXOTO;5534716;31682978000104
5994953;Eli Rodrigues Aguiar;402;AFONSO PEIXOTO;5534716;31876855000104
5897155;Fabiane Coelho De Morais;402;AFONSO PEIXOTO;5534716;32803300000103
5217254;Auto Posto Matupa Ltda;402;AFONSO PEIXOTO;5534708;33059742000141
5972160;Leiliane Freitas;402;AFONSO PEIXOTO;5534716;33228497000159
6011335;J C S Nogueira EIRELI;402;AFONSO PEIXOTO;5534705;33490975000102
2979957;Helio Yassuo Hamamura;402;AFONSO PEIXOTO;5534716;37427309000172
3829281;C Kiniess & Cia Ltda ME;402;AFONSO PEIXOTO;5534716;37463890000188
5995042;S Martins Neto Comercio;402;AFONSO PEIXOTO;5534705;86807575000136
5478432;Evelise Ferreira Geraldo;534;ALEX CBA;5534708;26377297000100
2854068;Antonio Dalmir Pereira Pais ME;602;ALEXSANDRO COLIDER;5534705;106143000182
3181155;Ivanete Boeri;602;ALEXSANDRO COLIDER;5534706;1819055000190
2982469;J G Carrara & Cia Ltda EPP;602;ALEXSANDRO COLIDER;5534705;1833709000130
5319146;J C Bee Comercio EPP;602;ALEXSANDRO COLIDER;5534708;1851642000167
5746174;S S Confortin;602;ALEXSANDRO COLIDER;5534708;2220647000154
3939286;Elto F Barros ME;602;ALEXSANDRO COLIDER;5534716;2489573000156
3873818;Super Machadinho Com Alimentos Ltda;602;ALEXSANDRO COLIDER;5534707;2493779000150
2899749;L A Souza Comercio;602;ALEXSANDRO COLIDER;5534705;2888837000144
2979924;Sarmento E Cia Ltda;602;ALEXSANDRO COLIDER;5534706;2948518000187
3853590;Natanael de Sousa ME;602;ALEXSANDRO COLIDER;5534706;3127905000115
4103783;Edivandro Edison Zappani ME;602;ALEXSANDRO COLIDER;5534706;3607286000166
2898703;Carbo Comercio De Alimentos Ltda Ep;602;ALEXSANDRO COLIDER;5534706;4598557000127
3827745;Valtaercio de S Pinto ME;602;ALEXSANDRO COLIDER;5534716;4976539000131
5282481;M Aparecida De Oliveira Pousada ME;602;ALEXSANDRO COLIDER;5534716;5070076000107
2899767;Cleonice Birtche Bandeira EPP;602;ALEXSANDRO COLIDER;5534708;5551164000120
4226451;H Soares Rodrigues ME;602;ALEXSANDRO COLIDER;5534706;5983327000144
3873812;Martins Simone & Cia Ltda;602;ALEXSANDRO COLIDER;5534708;6095294000169
2899762;Auto Posto Sao Vicente Ltda EPP;602;ALEXSANDRO COLIDER;5534708;6100908000153
3181325;Maggioni E Dill Ltda;602;ALEXSANDRO COLIDER;5534716;6230524000155
2908587;Daniel Milheiro ME;602;ALEXSANDRO COLIDER;5534706;7563918000198
5284564;E M S Dos Santos ME;602;ALEXSANDRO COLIDER;5534705;7701804000167
3059673;A Lewinski & Cia Ltda;602;ALEXSANDRO COLIDER;5534716;8157652000146
3859213;L Ferreira Gomes ME;602;ALEXSANDRO COLIDER;5534706;8174429000107
5283007;J Milheiro ME;602;ALEXSANDRO COLIDER;5534705;8770853000114
3266905;Valdeci de Paula;602;ALEXSANDRO COLIDER;5534706;9113433000128
4466745;A D Da Silva ME;602;ALEXSANDRO COLIDER;5534706;9473097000124
3873981;Ivan Dias Lins;602;ALEXSANDRO COLIDER;5534706;9627008000157
5746182;Cleberson Caetano Da Silva;602;ALEXSANDRO COLIDER;5534716;11550797000117
5282496;Manoel P Camargo Junior;602;ALEXSANDRO COLIDER;5534708;11827990000152
5746175;Carlos Lopes Tavares;602;ALEXSANDRO COLIDER;5534716;12039821000110
3827867;W Rufino Comercio ME;602;ALEXSANDRO COLIDER;5534706;12615706000147
4122751;Mercado Tres Irmaos Ltda ME;602;ALEXSANDRO COLIDER;5534706;12729350000172
3875071;Arenamix Sup Com Atac e Varejo Ltda;602;ALEXSANDRO COLIDER;5534707;13672154000171
4117737;E L Alves Mercado ME;602;ALEXSANDRO COLIDER;5534706;14031784000120
5746244;Paulo Dias;602;ALEXSANDRO COLIDER;5534716;14268884000174
5284621;Hotel e Convenie Cidade Ltda ME;602;ALEXSANDRO COLIDER;5534708;14707628000136
5746242;Edilson Antonio Alves;602;ALEXSANDRO COLIDER;5534716;15153725000197
4224282;Vidoneis Ribeiro Palhano ME;602;ALEXSANDRO COLIDER;5534706;15411186000149
5077423;Arena Supermercado e Atacado Ltda;602;ALEXSANDRO COLIDER;5534713;15920183000130
6050367;Ana Maria Carlos;602;ALEXSANDRO COLIDER;5534716;16368191000189
4302079;E J S de Morais ME;602;ALEXSANDRO COLIDER;5534706;16908814000169
6050346;V Teixeira C Dist Alimentos;602;ALEXSANDRO COLIDER;5534708;17428978000151
4794187;R J dos Santos ME;602;ALEXSANDRO COLIDER;5534706;18323233000190
6050373;Marques Comercio Combustiveis Ltda;602;ALEXSANDRO COLIDER;5534708;18740269000170
5284562;J H Jesus Da Rosa EPP;602;ALEXSANDRO COLIDER;5534706;19377360000135
4791012;Antonio da Silva ME;602;ALEXSANDRO COLIDER;5534707;19618038000150
5746243;Galadinovic Com De Alimentos Ltda;602;ALEXSANDRO COLIDER;5534716;20524493000176
5282483;Joselito Da Conceicao Sena ME;602;ALEXSANDRO COLIDER;5534705;20544885000105
5746181;G O Michalczeszen Comercio;602;ALEXSANDRO COLIDER;5534705;20822647000106
5011110;J F Dias E Cia Ltda;602;ALEXSANDRO COLIDER;5534707;21120391000239
5746183;Francirene Ferreira De Souza;602;ALEXSANDRO COLIDER;5534708;21325273000186
5961825;Marlene Creomil Dosso Bonin;602;ALEXSANDRO COLIDER;5534716;21511129000134
5910925;Renata Inacio De Carvalho Alcantara;602;ALEXSANDRO COLIDER;5534705;21738831000135
5728942;Marcio Roberto De Lima;602;ALEXSANDRO COLIDER;5534716;22086626000103
5746240;D A De Araujo;602;ALEXSANDRO COLIDER;5534705;22635634000153
5053931;Odair S da Silva ME;602;ALEXSANDRO COLIDER;5534706;23106013000145
5283008;Mercado Maringa EIRELI Ltda ME;602;ALEXSANDRO COLIDER;5534705;23229430000185
5053933;De Moraes & Calvi Inocencio Ltda;602;ALEXSANDRO COLIDER;5534706;23412335000112
5620518;Diego Lisboa Micheletti ME;602;ALEXSANDRO COLIDER;5534705;24479947000195
2899748;Auto Posto Coronel Ltda;602;ALEXSANDRO COLIDER;5534716;24725400000122
6014774;Geni Terezinha Rodrigues Santos;602;ALEXSANDRO COLIDER;5534716;25043545000106
2980326;Gerson Assis & Cia Ltda;602;ALEXSANDRO COLIDER;5534706;26593905000106
5911062;Lucilene Alves Fortunato Paiano;602;ALEXSANDRO COLIDER;5534705;26956831000125
5746185;Fernando Carrara;602;ALEXSANDRO COLIDER;5534716;27090706000148
6014772;Marcelo Elias Bonafin;602;ALEXSANDRO COLIDER;5534716;27568507000100
5746188;Scheila Daghetti;602;ALEXSANDRO COLIDER;5534708;27887153000159
6005107;Jeferson Leandro Lopes Pedroso;602;ALEXSANDRO COLIDER;5534705;28962113000197
5707523;J X Alimentos Ltda;602;ALEXSANDRO COLIDER;5534716;30290269000110
5746184;Poema Loja Conveniencia Nsh EIRELI;602;ALEXSANDRO COLIDER;5534708;30476437000167
5746241;Francisco O De Lira;602;ALEXSANDRO COLIDER;5534716;30965538000100
2899766;Adinaldo F do Nascimento;602;ALEXSANDRO COLIDER;5534716;33657891000102
5294341;Jussara A Pedrotti & Cia Ltda EPP;602;ALEXSANDRO COLIDER;5534705;36916302000151
2979903;Mercantil Alim N S Aparecida Ltda;602;ALEXSANDRO COLIDER;5534716;73491284000130
4033558;Comercio Gen A Ouro Branco Ltda EPP;121;ALLAN PARA;5534706;2893640000101
4464228;Superm Tradicao Junior Ltda ME;121;ALLAN PARA;5534713;5981419000357
5257663;P Mendonca ME;121;ALLAN PARA;5534706;7066564000176
4008730;C F Rocha Comercio;121;ALLAN PARA;5534706;8850536000108
4265564;N Figueiredo da Silva;121;ALLAN PARA;5534706;10343900000195
4032427;Pereira Rosa;121;ALLAN PARA;5534706;10400199000107
4033501;Alcione Angonese;121;ALLAN PARA;5534716;10463245000109
4382364;Civiero Mercado Ltda ME;121;ALLAN PARA;5534706;10508870000120
3941351;Castanha & Castanha Ltda EPP;121;ALLAN PARA;5534713;10994061000175
5181091;Castanha & Castanha Ltda EPP;121;ALLAN PARA;5534713;10994061000256
4033138;M Lucia Bazarelo;121;ALLAN PARA;5534716;11350699000136
5181089;F S Lindoso ME;121;ALLAN PARA;5534706;11350775000103
4033343;Besegatto & Besegatto Ltda;121;ALLAN PARA;5534706;11853788000103
4032634;R M Yamaguchi;121;ALLAN PARA;5534706;12533392000133
4033058;Mateus Mateus Ltda;121;ALLAN PARA;5534716;13665537000112
4060167;Jefferson dos Santos da Silva;121;ALLAN PARA;5534706;14651827000170
4032569;Analice Voginski;121;ALLAN PARA;5534706;14908021000114
5181109;C Castro De Souza ME;121;ALLAN PARA;5534706;15374865000195
5634350;Rosineia De Oliveira Santos;121;ALLAN PARA;5534706;15453618000184
5813085;Ivone Da Silva Moraes;121;ALLAN PARA;5534706;22298036000136
5719134;Seleni Isabel Lauschner Schmitt;121;ALLAN PARA;5534716;22738941000160
5719172;Luiz Carlos Ferreira Dos Santos;121;ALLAN PARA;5534716;23979996000124
5719109;Mayara Da Silva Nascimento;121;ALLAN PARA;5534716;24114391000133
5897116;Luiz Da Costa Farias EIRELI;121;ALLAN PARA;5534716;25240487000100
5417858;M C Da Hora Comercio ME;121;ALLAN PARA;5534706;26711931000191
5719168;M Da Silva Pavanate Distribuidora;121;ALLAN PARA;5534714;27996899000109
5719167;Silverlani Fontoura R Da Silva;121;ALLAN PARA;5534716;28252802000108
5719380;Welisson Araujo Da Silva Sousa;121;ALLAN PARA;5534716;30026427000120
5719171;Karen Eduarda Zanqui;121;ALLAN PARA;5534716;30193410000167
5897097;Luciano Goncalves Coelho;121;ALLAN PARA;5534705;32443461000125
3054678;Mercadinho DO Thill Ltda;519;ALLYSON CUIABA;5534705;716816000116
2925510;Demerval Teixeira de Brito Comercio;519;ALLYSON CUIABA;5534706;861049000139
2979988;Aparecido Goncalves Da Silva;519;ALLYSON CUIABA;5534705;1016403000191
4486619;Coop De Consumo Estado De Mt Ltda;519;ALLYSON CUIABA;5534716;1061098000150
2931795;Mercado Ki Tem Ltda;519;ALLYSON CUIABA;5534705;1122542000108
2981365;Cozinha Popilote Prod Alim Ltda;519;ALLYSON CUIABA;5534716;1365698000101
3346993;Matos Embalagens Comercio Ltda EPP;519;ALLYSON CUIABA;5534710;1888718000200
2981580;Izabel Souza Couto;519;ALLYSON CUIABA;5534705;1976174000157
3055990;D J Rodrigues Silva;519;ALLYSON CUIABA;5534716;3000509000122
2984339;Mercadinho Campos Ltda;519;ALLYSON CUIABA;5534705;3147824000187
3667294;Delivery Com Medicamentos Ltda ME;519;ALLYSON CUIABA;5534711;4349891000147
4436919;Delivery Com Medicamentos Ltda ME;519;ALLYSON CUIABA;5534711;4349891000570
3980011;Renascenca Auto Posto Ltda;519;ALLYSON CUIABA;5534708;4825223000572
2988677;Supermercado Trevao Ltda ME;519;ALLYSON CUIABA;5534705;5052934000190
2854705;El Elion Com De Combustiveis Ltda;519;ALLYSON CUIABA;5534708;5696453000118
1063454;Sc Com de Produtos Alim Ltda ME;519;ALLYSON CUIABA;5534705;7368106000191
2918660;O S Silva Comercio ME;519;ALLYSON CUIABA;5534705;7544967000183
3059792;Criativa Comrcio Combustiveis Ltda;519;ALLYSON CUIABA;5534708;8275639000191
2922349;Luna & Oliveira Ltda;519;ALLYSON CUIABA;5534705;8294940000142
2919824;E M Raldi;519;ALLYSON CUIABA;5534705;8381317000127
2932385;J G de Moraes Comercio;519;ALLYSON CUIABA;5534706;8388150000126
2901942;Francisco Malaquias ME;519;ALLYSON CUIABA;5534716;8817479000165
5043297;Comercial Amazonia De Petroleo Ltda;519;ALLYSON CUIABA;5534708;9001879001728
2882572;A C dos Santos Filho ME;519;ALLYSON CUIABA;5534705;9039945000191
2914633;Fernandes Lopes & Cia Ltda;519;ALLYSON CUIABA;5534705;9232640000100
4754772;Auto Posto Florais Ltda;519;ALLYSON CUIABA;5534708;9233622000134
2934796;Adilson Vilarino de Almeida;519;ALLYSON CUIABA;5534705;9351319000136
3339883;Petrus Comerci de Combustiveis Ltda;519;ALLYSON CUIABA;5534708;9552997000167
3266940;Panificadora Pao Quente Ltda ME;519;ALLYSON CUIABA;5534716;9559514000156
2930443;M R de Carvalho e Cia Ltda EPP;519;ALLYSON CUIABA;5534716;10190223000112
3480714;Mercado Vila Real Ltda ME;519;ALLYSON CUIABA;5534705;10347702000108
3062804;Mercado Danubio Ltda ME;519;ALLYSON CUIABA;5534705;10553706000134
3201044;Inovar Comercio Combustivel Ltda;519;ALLYSON CUIABA;5534708;10587334000167
3341113;Supermercado Canarinho Ltda ME;519;ALLYSON CUIABA;5534705;10960450000180
4370779;Jonilson P Da Silva ME;519;ALLYSON CUIABA;5534706;11167976000170
4563719;Ronail A Oliveira Padaria ME;519;ALLYSON CUIABA;5534708;11358609000153
4814579;Tapajoz & Silva Ltda ME;519;ALLYSON CUIABA;5534708;11620174000173
3664455;L R Dos Santos Comercio ME;519;ALLYSON CUIABA;5534705;12066906000198
5433645;Sidineia Alves Da Silva Soares ME;519;ALLYSON CUIABA;5534716;12116306000197
3645787;Luiz Da Silva Chaves;519;ALLYSON CUIABA;5534705;12728991000102
3784809;Moreira Conv e Bebidas Ltda ME;519;ALLYSON CUIABA;5534705;12774243000166
3932042;Dem & Dem Com de Combs Ltda;519;ALLYSON CUIABA;5534708;13151920000152
4053632;Dem e Dem Com de Combustiveis Ltda;519;ALLYSON CUIABA;5534708;13151920000233
3898415;Ribeiro Martins e Sena Ltda ME;519;ALLYSON CUIABA;5534716;13481729000179
3826729;Maranhao C P Alimenticios Ltda ME;519;ALLYSON CUIABA;5534716;14404379000100
6018355;M Q Moura;519;ALLYSON CUIABA;5534708;14481363000109
4282187;V P Supermercado Ltda ME;519;ALLYSON CUIABA;5534705;14766876000158
716114;Mercadinho Gama Ltda;519;ALLYSON CUIABA;5534706;14942114000165
4767551;Ana Istacia N Do Bomfim;519;ALLYSON CUIABA;5534705;14976687000100
2925476;Benedito B Leao;519;ALLYSON CUIABA;5534705;15033889000180
5024943;Valcilene Silva Oliveira Resende ME;519;ALLYSON CUIABA;5534716;18496006000167
4698353;N F Amaro Eireli ME;519;ALLYSON CUIABA;5534716;18652178000182
4398239;Valdiley Ribeiro dos S Comercio ME;519;ALLYSON CUIABA;5534705;18751058000132
4463946;Conveniencia Eccomania EIRELI;519;ALLYSON CUIABA;5534708;18876606000150
5513848;Tiago Da Silva Santos;519;ALLYSON CUIABA;5534706;19236875000115
4466452;Supermercado Big Boss Ltda EPP;519;ALLYSON CUIABA;5534705;19340552000177
5740295;MA Gabiato Pires Mercado;519;ALLYSON CUIABA;5534705;19377922000140
5210082;J dos Santos Santana Comercio ME;519;ALLYSON CUIABA;5534706;19423981000108
5578936;Jose Gabriel De Souza ME;519;ALLYSON CUIABA;5534705;20027150000104
4686055;W G da Silva & Cia Ltda ME;519;ALLYSON CUIABA;5534710;20122632000135
4641345;R F Silva Cardoso ME;519;ALLYSON CUIABA;5534716;20150786000130
5453511;D R Junior Panificadora Me;519;ALLYSON CUIABA;5534716;20196673000176
4637725;Supermercado Divino EIRELI;519;ALLYSON CUIABA;5534706;20221385000124
5746579;Priange Comercio De Alimentos Ltda;519;ALLYSON CUIABA;5534705;21226586000268
5120272;Conv Estacao Prime EIRELI ME;519;ALLYSON CUIABA;5534708;21460736000112
4937843;Laila Graziela O Dutra;519;ALLYSON CUIABA;5534705;21497467000169
5711982;Dom Sebastiao Restaurante Ltda;519;ALLYSON CUIABA;5534716;21730406000108
4900075;Miguel Oliveira Tavares Comercio ME;519;ALLYSON CUIABA;5534705;21887467000175
5525767;Wellington Jose De Oliveira Lacerda;519;ALLYSON CUIABA;5534716;22487097000141
5897163;Glaucia Rosario Lopes;519;ALLYSON CUIABA;5534708;22690017000150
5453512;Arilton Souza Pinto;519;ALLYSON CUIABA;5534716;23063911000163
5491082;Supermercado Itororo Ltda Me;519;ALLYSON CUIABA;5534716;24620605000143
5497191;Supermercado Du Bairro EIRELI ME;519;ALLYSON CUIABA;5534706;24753996000174
5189861;N Barros De Almeida EIRELI EPP;519;ALLYSON CUIABA;5534706;24756200000137
5911049;M T Fukui Mercado;519;ALLYSON CUIABA;5534705;25290477000180
5482668;Kellen T P Oliveira;519;ALLYSON CUIABA;5534705;26042448000161
5740294;MA Araujo Brito Com V Alimentos;519;ALLYSON CUIABA;5534705;26592511000214
2980763;Maura Fernandes de Souza;519;ALLYSON CUIABA;5534705;26809558000106
3064610;Maura Fernandes de Souza;519;ALLYSON CUIABA;5534705;26809558000297
5455020;Alexsandra Marcela G S Carvalho EPP;519;ALLYSON CUIABA;5534705;28037825000108
5651151;K L Alves Comercio EIRELI;519;ALLYSON CUIABA;5534705;29593246000104
5726844;Carla Paulina Da Silva M Martinez;519;ALLYSON CUIABA;5534705;29677038000185
6018329;Mercado Reilar EIRELI;519;ALLYSON CUIABA;5534705;29907686000180
5896025;Du Bairro Comercio Alimentos EIRELI;519;ALLYSON CUIABA;5534706;30026197000107
2980298;Raimundo Nonato Pereira Galeno;519;ALLYSON CUIABA;5534705;32996290000161
6018371;Jose Jorge Silva EIRELI;519;ALLYSON CUIABA;5534705;33263323000208
655871;L P Ferreira ME;519;ALLYSON CUIABA;5534705;36911857000100
655874;N C Ferruci e Cia Ltda ME;519;ALLYSON CUIABA;5534716;36933398000166
2979916;Conegero & Cia Ltda ME;519;ALLYSON CUIABA;5534706;37472453000120
2949515;Fmr Comercio Gen Alim Ltda ME;519;ALLYSON CUIABA;5534706;73975955000219
4353254;Havan Lojas de Departamentos Ltda;519;ALLYSON CUIABA;5534716;79379491005819
2848912;J Vieira Nobre;101;ANDERSON JUINA;5534705;115331000177
5677288;I Luis Dalmasso & Cia Ltda;101;ANDERSON JUINA;5534708;123321000183
2980706;Marilene H Lenhardt Comercio ME;101;ANDERSON JUINA;5534705;1479753000194
2983583;M Cleidimare P Fochi ME;101;ANDERSON JUINA;5534716;1988187000146
2899139;Horodenski Lopes & Cia Ltda ME;101;ANDERSON JUINA;5534705;2402311000102
5271144;Luciane Giglio;101;ANDERSON JUINA;5534716;3268846000103
2982044;Scheffler & Cia Ltda ME;101;ANDERSON JUINA;5534716;4150392000126
5207490;Jocelito Leitner ME;101;ANDERSON JUINA;5534706;6001983000167
2856419;Vanderlei dos Santos Vicente ME;101;ANDERSON JUINA;5534707;6189600000126
3830025;L Buttcher & Cia Ltda ME;101;ANDERSON JUINA;5534706;7499482000115
2873038;P E de Araujo ME;101;ANDERSON JUINA;5534705;7945155000140
2899141;Supermercado Milenio Ltda ME;101;ANDERSON JUINA;5534705;8094933000105
2907707;Santana & Cia Ltda;101;ANDERSON JUINA;5534705;8585922000110
2929135;Alvino Guedes de Araujo;101;ANDERSON JUINA;5534705;9413237000179
2749639;Pasqualotto & Pasqualotto Ltda;101;ANDERSON JUINA;5534713;10478007000177
3829966;Pasqualotto & Pasqualotto Ltda;101;ANDERSON JUINA;5534713;10478007000339
4114287;Andriele S Martins ME;101;ANDERSON JUINA;5534706;10580295000176
4169284;A J da Silva Com Varej de Alim ME;101;ANDERSON JUINA;5534707;11598556000148
5705457;A J Silva C V Atacadista Alimentos;101;ANDERSON JUINA;5534716;11598556000229
4172431;Airton de Oliveira ME;101;ANDERSON JUINA;5534705;13469202000129
4156303;Juveci Avelino ME;101;ANDERSON JUINA;5534706;14362006000113
5312178;Cleverson S Soares 63279983134;101;ANDERSON JUINA;5534706;14526037000162
4145658;Vilmar Bianchin ME;101;ANDERSON JUINA;5534705;16899717000157
4262077;Supermercado Carneiro EIRELI;101;ANDERSON JUINA;5534705;17901052000131
4426780;Edevaldo Mendonca da Silva ME;101;ANDERSON JUINA;5534705;18960281000190
4465208;Roseli Aparecida Meyer 92252710187;101;ANDERSON JUINA;5534706;19195019000169
5326860;V Argenton E Cia Ltda ME;101;ANDERSON JUINA;5534706;21235602000106
5166177;Carlos Antonio Procopio EIRELI ME;101;ANDERSON JUINA;5534707;23504807000167
5479716;Vinicios De Oliveira Fernandes ME;101;ANDERSON JUINA;5534706;24418978000136
5721586;Fernando Pereira Da Silva;101;ANDERSON JUINA;5534705;24721396000124
2986818;Irineu Czernichovski ME;101;ANDERSON JUINA;5534716;24961765000156
5685084;GO Pasqualotto De Franca;101;ANDERSON JUINA;5534708;27109699000260
5670171;Douglas Viegas Lucas EIRELI;101;ANDERSON JUINA;5534716;29990739000170
5677289;Gustavo J Da R Conveniencia EIRELI;101;ANDERSON JUINA;5534708;30426367000132
6045126;Beatriz Regina Nunes Perrone Bastos;101;ANDERSON JUINA;5534716;32719482000120
2982568;Valdelino Ferreira da Silva;101;ANDERSON JUINA;5534707;36901718000104
2900146;Conveniencia Vip EIRELI ME;101;ANDERSON JUINA;5534708;37436680000109
2879079;Kirst Comercio de Combustivel;702;ANDERSON LUCAS;5534708;445400000100
2979971;Sacolao & Superm Popular Ltda;702;ANDERSON LUCAS;5534707;3172111000173
6029542;Nodari & Nodari Ltda;702;ANDERSON LUCAS;5534705;3680529000191
5685071;S Muniz De Souza;702;ANDERSON LUCAS;5534716;3714742000177
